85	0	1	4	71	93	1000	3007	100004	100005	100008	100012
"[""Harter Fell (Eskdale)"", ""Harter Fell (Eskdale)"", ""Harter Fell (S Fells)"", ""Harter Fell (Eskdale)"", ""Harter Fell (Eskdale)"", ""Harter Fell (Eskdale)"", ""Harter Fell (Eskdale)"", 2142.0, 2146.0, ""Harter Fell (S Fells)"", NaN, NaN, NaN]"	"[""2,140"", ""2,140"", 2146, 2146, ""12345"", 2146, NaN, NaN, NaN]"	[652, 652, 654, 654, 653.0, 654.0, NaN]	"[""SW"", ""S""]"	[112, 111, 112, 111.0, 90.0, NaN]	"[""SD 218 997"", ""SD218997"", ""SD 218 997"", ""SD 21881 99718"", ""SD218997"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	12345				
"[""Bannerdale Crags"", ""Bannerdale Crags"", ""Bannerdale Crags"", ""Bannerdale Crags"", ""Bannerdale Crags"", ""Bannerdale Crags"", ""Bannerdale Crags"", 2241.0, 2241.0, ""Bannerdale Crags"", ""Bannerdale Crags"", ""Bannerdale Crags"", NaN]"	"[""2,230"", 2241, ""2,230"", ""12"", 2241, 2241, 2241.0, 2241.0, NaN]"	[680, 683, 680, 683, 683.0, 683.0, 683.0]	"[""NW"", ""N""]"	[97, 103, 103, 97.0, 8.0, 1.0]	"[""NY335290"", ""NY 336 290"", ""NY 336 290"", ""NY 33616 29081"", ""NY335290"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	12	100.0	97.0		
"[""Lingmell"", ""Lingmell"", ""Lingmell"", ""Lingmell"", ""Lingmell"", ""Lingmell"", ""Lingmell"", 2625.0, 2648.0, ""Lingmell"", ""Lingmell"", ""Lingmell"", NaN]"	"[""2,649"", 2648, ""2,649"", ""12"", 2648, 2648, 2648.0, 2624.0, NaN]"	[807, 807, 807, 807, 800.0, 807.0, 807.0]	"[""SW"", ""S""]"	[29, 29, 29, 29.0, 126.0, 1.0]	"[""NY209081"", ""NY 303 046"", ""NY 303 046"", ""NY 20925 08144"", ""NY209081"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	12	38.0	35.0	Scafell Pike from Seathwaite	
"[""Outerside"", ""Outerside"", ""Outerside"", ""Outerside"", ""Outerside"", ""Outerside"", ""Outerside"", 1864.0, 1864.0, ""Outerside"", ""Outerside"", ""Outerside"", NaN]"	"[""1,863"", 1864, ""1,863"", ""-"", 1864, 1864, 1864.0, 1863.0, NaN]"	[568, 568, 568, 568, 568.0, 568.0, 568.0]	"[""NW"", ""NW""]"	[142, 141, 141, 142.0, 149.0, 1.0]	"[""NY211215"", ""NY 271 042"", ""NY 271 042"", ""NY 21112 21460"", ""NY211215"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	-	150.0	142.0	minor detour from A Coledale Round	
"[""Angletarn Pikes"", ""Angletarn Pikes"", ""Angletarn Pikes"", ""Angletarn Pikes"", ""Angletarn Pikes"", ""Angletarn Pikes"", ""Angletarn Pikes"", 1860.0, 1860.0, ""Angletarn Pikes"", ""Angletarn Pikes"", ""Angletarn Pikes"", NaN]"	"[""1,857"", 1860, ""1,857"", ""-"", 1860, 1860, 1860.0, 1860.0, NaN]"	[566, 567, 566, 567, 567.0, 567.0, 567.0]	"[""NE"", ""FE""]"	[143, 143, 143, 143.0, 2.0, 1.0]	"[""NY414148"", ""NY 414 148"", ""NY 414 148"", ""NY 41333 14830"", ""NY414148"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	-	151.0	143.0	The Knott to Place Fell & a brief detour from Beda Fell and The Nab	
"[""Rosthwaite Fell - Bessyboot"", ""Rosthwaite Fell"", ""Rosthwaite Fell"", ""Rosthwaite Fell (Bessyboot)"", ""Rosthwaite Fell (Bessyboot)"", ""Rosthwaite Fell"", ""Rosthwaite Fell"", 1807.0, 1808.0, ""Rosthwaite Fell - Bessyboot"", NaN, NaN, NaN]"	"[""1,807"", 1808, ""1,807"", ""-"", 1808, 1808, NaN, NaN, NaN]"	[551, 551, 551, 551, 550.0, 551.0, NaN]	"[""NW"", ""S""]"	[148, 147, 147, 148.0, 165.0, NaN]	"[""NY258125"", ""NY 194 296"", ""NY 194 296"", ""NY 25832 12479"", ""NY258125"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	-				
"[""Meal Fell"", ""Meal Fell"", ""Meal Fell"", ""Meal Fell"", ""Meal Fell"", ""Meal Fell"", ""Meal Fell"", 1804.0, 1804.0, ""Meal Fell"", ""Meal Fell"", ""Meal Fell"", NaN]"	"[""1,770"", 1804, ""1,770"", ""-"", 1804, 1804, 1804.0, 1804.0, NaN]"	[539, 550, 539, 550, 550.0, 550.0, 550.0]	"[""NW"", ""N""]"	[150, 153, 153, 150.0, 141.0, 1.0]	"[""NY283337"", ""NY 148 195"", ""NY 148 195"", ""NY 28259 33711"", ""NY283337"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	-	156.0	148.0		
"[""Stybarrow Dodd"", ""Stybarrow Dodd"", ""Stybarrow Dodd"", ""Stybarrow Dodd"", ""Stybarrow Dodd"", ""Stybarrow Dodd"", ""Stybarrow Dodd"", 2766.0, 2766.0, ""Stybarrow Dodd"", ""Stybarrow Dodd"", ""Stybarrow Dodd"", NaN]"	"[""2,770"", ""2,770"", 2766, 2766, ""12"", 2766, 2766.0, 2765.0, NaN]"	[844, 844, 843, 843, 843.0, 843.0, 843.0]	"[""NE"", ""E""]"	[21, 21, 21, 21.0, 193.0, 1.0]	"[""NY 303 093"", ""NY343189"", ""NY 303 093"", ""NY 34295 18923"", ""NY343189"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	12	24.0	21.0	Hart Side and Great Dodd & Helvellyn to Great Dodd & Helvellyn and Sheffield Pike	
"[""Stone Arthur"", ""Stone Arthur"", ""Stone Arthur"", ""Stone Arthur"", ""Stone Arthur"", ""Stone Arthur"", ""Stone Arthur"", 1640.0, 1640.0, ""Stone Arthur"", ""Stone Arthur"", ""Stone Arthur"", NaN]"	"[""1,652"", ""1,652"", 1640, 1640, ""-"", 1640, 1640.0, 1640.0, NaN]"	[504, 504, 500, 500, 500.0, 500.0, 500.0]	"[""SE"", ""E""]"	[173, 175, 173, 175.0, 192.0, 1.0]	"[""NY 273 006"", ""NY347092"", ""NY 273 006"", ""NY 34752 09233"", ""NY347092"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	188.0	175.0		
"[""Steel Knotts"", ""Steel Knotts"", ""Steel Knotts"", ""Steel Knotts"", ""Steel Knotts"", ""Steel Knotts"", ""Steel Knotts"", 1417.0, 1417.0, ""Steel Knotts"", ""Steel Knotts"", ""Steel Knotts"", NaN]"	"[""1,414"", ""1,414"", 1417, 1417, ""-"", 1417, 1417.0, 1417.0, NaN]"	[431, 431, 432, 432, 432.0, 432.0, 432.0]	"[""NE"", ""FE""]"	[195, 195, 195, 195.0, 190.0, 1.0]	"[""NY 348 092"", ""NY440182"", ""NY 348 092"", ""NY 44037 18125"", ""NY440182"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	-	212.0	195.0		
"[""Tarn Crag (Longsleddale)"", ""Tarn Crag"", ""Tarn Crag (Longsleddale)"", ""Tarn Crag (Sleddale)"", ""Tarn Crag (Longsleddale)"", ""Tarn Crag (Sleddale)"", ""Tarn Crag (Longsleddale)"", 2178.0, 2178.0, ""Tarn Crag"", NaN, NaN, NaN]"	"[""2,176"", 2178, ""2,176"", ""12"", 2178, 2178, NaN, NaN, NaN]"	[663, 664, 663, 664, 664.0, 664.0, NaN]	"[""SE"", ""FE""]"	[104, 104, 104, 104.0, 196.0, NaN]	"[""NY488078"", ""NY 434 152"", ""NY 434 152"", ""NY 48848 07852"", ""NY488078"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	12				
"[""Hart Side"", ""Hart Side"", ""Hart Side"", ""Hart Side"", ""Hart Side"", ""Hart Side"", ""Hart Side"", 2480.0, 2480.0, ""Hart Side"", ""Hart Side"", ""Hart Side"", NaN]"	"[""2,481"", 2480, ""2,481"", ""-"", 2480, 2480, 2480.0, 2481.0, NaN]"	[756, 756, 756, 756, 756.0, 756.0, 756.0]	"[""NE"", ""E""]"	[61, 60, 60, 61.0, 89.0, 1.0]	"[""NY359197"", ""NY 358 197"", ""NY 358 197"", ""NY 35891 19725"", ""NY359197"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	64.0	61.0	Hart Side and Great Dodd	
"[""Mellbreak"", ""Mellbreak"", ""Mellbreak"", ""Mellbreak"", ""Mellbreak"", NaN, NaN, 1680.0, ""Mellbreak"", ""Mellbreak"", ""Mellbreak"", NaN]"	"[""1,676"", 1680, ""1,676"", ""1"", 1680, 1680, 1680.0, 1679.0, NaN]"	[511, 512, 511, 512, NaN, 512.0, 512.0]	"[""NW"", ""W""]"	[168, 166, 166, 168.0, NaN, 1.0]	"[""NY148186"", ""NY 397 096"", ""NY 397 096"", NaN, ""NY148186"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	1	180.0	168.0		
"[""Crag Fell"", ""Crag Fell"", ""Crag Fell"", ""Crag Fell"", ""Crag Fell"", ""Crag Fell"", ""Crag Fell"", 1716.0, 1706.0, ""Crag Fell"", ""Crag Fell"", ""Crag Fell"", NaN]"	"[""1,710"", 1706, ""1,710"", ""12"", 1716, 1716, 1706.0, 1715.0, NaN]"	[521, 520, 521, 523, 523.0, 520.0, 520.0]	"[""NW"", ""W""]"	[163, 161, 161, 163.0, 44.0, 1.0]	"[""NY097143"", ""NY 097 144"", ""NY 097 144"", ""NY 09729 14384"", ""NY097143"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	12	174.0	162.0		
"[""Wether Hill"", ""Wether Hill"", ""Wether Hill"", ""Wether Hill"", ""Wether Hill"", ""Wether Hill"", ""Wether Hill"", 2198.0, 2198.0, ""Wether Hill"", ""Wether Hill"", ""Wether Hill"", NaN]"	"[""2,210"", ""2,210"", 2198, ""-"", 2198, 2198, 2198.0, 2198.0, NaN]"	[674, 674, 670, 670, 670.0, 670.0, 670.0]	"[""NE"", ""FE""]"	[100, 103, 100, 103.0, 206.0, 1.0]	"[""NY 455 167"", ""NY455167"", ""NY 455 167"", ""NY 45570 16780"", ""NY455167"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	-	106.0	103.0	Mardale Ill Bell to Wether Hill	
"[""Hallin Fell"", ""Hallin Fell"", ""Hallin Fell"", ""Hallin Fell"", ""Hallin Fell"", ""Hallin Fell"", ""Hallin Fell"", 1273.0, 1273.0, ""Hallin Fell"", ""Hallin Fell"", ""Hallin Fell"", NaN]"	"[""1,271"", 1273, ""1,271"", ""-"", 1273, 1273, 1273.0, 1271.0, NaN]"	[387, 388, 387, 388, 388.0, 388.0, 388.0]	"[""NE"", ""FE""]"	[203, 203, 203, 203.0, 85.0, 1.0]	"[""NY433198"", ""NY 433 198"", ""NY 433 198"", ""NY 43303 19817"", ""NY433198"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	-	224.0	203.0		
"[""Ard Crags"", ""Ard Crags"", ""Ard Crags"", ""Ard Crags"", ""Ard Crags"", ""Ard Crags"", ""Ard Crags"", 1906.0, 1906.0, ""Ard Crags"", ""Ard Crags"", ""Ard Crags"", NaN]"	"[""1,860"", 1906, ""1,860"", ""12"", 1906, 1906, 1906.0, 1906.0, NaN]"	[567, 581, 567, 581, 581.0, 581.0, 581.0]	"[""NW"", ""NW""]"	[136, 142, 142, 136.0, 3.0, 1.0]	"[""NY207198"", ""NY 207 197"", ""NY 207 197"", ""NY 20696 19766"", ""NY207198"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	12	143.0	136.0		
"[""Grike"", ""Grike"", ""Grike"", ""Grike"", ""Grike"", ""Grike"", ""Grike"", 1601.0, 1594.0, ""Grike"", ""Grike"", ""Grike"", NaN]"	"[""1,596"", ""1,596"", 1594, 1594, ""-"", 1594, 1594.0, 1601.0, NaN]"	[486, 486, 486, 486, 488.0, 486.0, 486.0]	"[""NW"", ""W""]"	[177, 178, 177, 178.0, 83.0, 1.0]	"[""NY 085 141"", ""NY085141"", ""NY 085 141"", ""NY 08495 14076"", ""NY085141"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	-	192.0	177.0		
"[""Place Fell"", ""Place Fell"", ""Place Fell"", ""Place Fell"", ""Place Fell"", ""Place Fell"", ""Place Fell"", 2156.0, 2156.0, ""Place Fell"", ""Place Fell"", ""Place Fell"", NaN]"	"[""2,142"", 2156, ""2,142"", ""12"", 2156, 2156, 2156.0, 2154.0, NaN]"	[653, 657, 653, 657, 657.0, 657.0, 657.0]	"[""NE"", ""FE""]"	[108, 110, 110, 108.0, 154.0, 1.0]	"[""NY405169"", ""NY 442 128"", ""NY 442 128"", ""NY 40564 16955"", ""NY405169"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	12	111.0	108.0	The Knott to Place Fell	
"[""Hen Comb"", ""Hen Comb"", ""Hen Comb"", ""Hen Comb"", ""Hen Comb"", ""Hen Comb"", ""Hen Comb"", 1670.0, 1670.0, ""Hen Comb"", ""Hen Comb"", ""Hen Comb"", NaN]"	"[""1,661"", ""1,661"", 1670, 1670, ""-"", 1670, 1670.0, 1669.0, NaN]"	[506, 506, 509, 509, 509.0, 509.0, 509.0]	"[""NW"", ""W""]"	[170, 171, 170, 171.0, 98.0, 1.0]	"[""NY 132 181"", ""NY132181"", ""NY 132 181"", ""NY 13213 18119"", ""NY132181"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	-	183.0	171.0		
"[""Helvellyn"", ""Helvellyn"", ""Helvellyn"", ""Helvellyn"", ""Helvellyn"", ""Helvellyn"", ""Helvellyn"", 3117.0, 3117.0, ""Helvellyn"", ""Helvellyn"", ""Helvellyn"", ""Helvellyn""]"	"[""3,118"", ""3,118"", 3117, 3117, ""1"", 3117, 3117.0, 3118.0, 3117.0]"	[950, 950, 950, 950, 950.0, 950.0, 950.0]	"[""NE"", ""E""]"	[3, 3, 3, 3.0, 97.0, 1.0]	"[""NY 342 152"", ""NY342151"", ""NY 342 152"", ""NY 34167 15158"", ""NY342151"", 950.0]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	1	3.0	3.0	Helvellyn to Great Dodd & Catstye Cam to Dollywagon Pike & Helvellyn and Sheffield Pike	NY 341151
"[""Helm Crag"", ""Helm Crag"", ""Helm Crag"", ""Helm Crag"", ""Helm Crag"", ""Helm Crag"", ""Helm Crag"", 1329.0, 1299.0, ""Helm Crag"", ""Helm Crag"", ""Helm Crag"", ""Helm Crag""]"	"[""1,299"", ""1,299"", 1299, 1299, ""1"", 1299, 1299.0, 1328.0, 1299.0]"	[396, 396, 396, 396, 405.0, 396.0, 396.0]	"[""SE"", ""C""]"	[201, 201, 201, 201.0, 96.0, 1.0]	"[""NY 326 093"", ""NY327093"", ""NY 326 093"", ""NY 32630 09353"", ""NY327093"", 396.0]"	"[""The Central Fells"", NaN, ""C Fells""]"	1	221.0	201.0		NY 327093
"[""Haycock"", ""Haycock"", ""Haycock"", ""Haycock"", ""Haycock"", ""Haycock"", ""Haycock"", 2615.0, 2615.0, ""Haycock"", ""Haycock"", ""Haycock"", NaN]"	"[""2,618"", ""2,618"", 2615, ""123456"", 2615, 2615, 2615.0, 2614.0, NaN]"	[798, 798, 797, 797, 797.0, 797.0, 797.0]	"[""NW"", ""W""]"	[35, 36, 35, 36.0, 94.0, 1.0]	"[""NY 145 107"", ""NY144107"", ""NY 145 107"", ""NY 14477 10722"", ""NY144107"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	123456	39.0	36.0	A Netherbeck Round & An Ennerdale Round	
"[""Pike of Blisco"", ""Pike of Blisco"", ""Pike O' Blisco"", ""Pike O'Blisco"", ""Pike O'Blisco"", ""Pike of Blisco"", ""Pike O' Blisco"", 2313.0, 2313.0, ""Pike of Blisco"", ""Pike of Blisco"", ""Pike o'Blisco"", NaN]"	"[""2,304"", 2313, ""2,304"", ""123"", 2313, 2313, 2313.0, 2312.0, NaN]"	[702, 705, 702, 705, 705.0, 705.0, 705.0]	"[""SW"", ""S""]"	[86, 87, 87, 86.0, 151.0, 1.0]	"[""NY271042"", ""NY 171 121"", ""NY 171 121"", ""NY 27118 04212"", ""NY271042"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	123	89.0	86.0	Pike o'Blisco to Esk Pike	
"[""Sallows"", ""Sallows"", ""Sallows"", ""Sallows"", ""Sallows"", ""Sallows"", ""Sallows"", 1693.0, 1693.0, ""Sallows"", ""Sallows"", ""Sallows"", NaN]"	"[""1,691"", 1693, ""1,691"", ""123"", 1693, 1693, 1693.0, 1691.0, NaN]"	[515, 516, 515, 516, 516.0, 516.0, 516.0]	"[""SE"", ""FE""]"	[166, 164, 164, 166.0, 169.0, 1.0]	"[""NY436040"", ""NY 209 207"", ""NY 209 207"", ""NY 43653 03983"", ""NY436040"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	123	178.0	166.0		
"[""Glenridding Dodd"", ""Glenridding Dodd"", ""Glenridding Dodd"", ""Glenridding Dodd"", ""Glenridding Dodd"", ""Glenridding Dodd"", ""Glenridding Dodd"", 1450.0, 1450.0, ""Glenridding Dodd"", ""Glenridding Dodd"", ""Glenridding Dodd"", NaN]"	"[""1,425"", ""1,425"", 1450, 1450, ""-"", 1450, 1450.0, 1450.0, NaN]"	[434, 434, 442, 442, 442.0, 442.0, 442.0]	"[""NE"", ""E""]"	[193, 193, 193, 193.0, 61.0, 1.0]	"[""NY 381 176"", ""NY380175"", ""NY 381 176"", ""NY 38048 17558"", ""NY380175"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	209.0	192.0		
"[""Pavey Ark"", ""Pavey Ark"", ""Pavey Ark"", ""Pavey Ark"", ""Pavey Ark"", ""Pavey Ark"", ""Pavey Ark"", 2297.0, 2297.0, ""Pavey Ark"", ""Pavey Ark"", ""Pavey Ark"", NaN]"	"[""2,288"", 2297, ""2,288"", ""123"", 2297, 2297, 2297.0, 2296.0, NaN]"	[697, 700, 697, 700, 700.0, 700.0, 700.0]	"[""SW"", ""C""]"	[89, 89, 89, 89.0, 150.0, 1.0]	"[""NY284079"", ""NY 274 074"", ""NY 274 074"", ""NY 28457 07903"", ""NY284079"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	123	92.0	89.0	Langdale Pikes and Sergeant Man & Peak-bagging from Langdale	
"[""Cold Pike"", ""Cold Pike"", ""Cold Pike"", ""Cold Pike"", ""Cold Pike"", ""Cold Pike"", ""Cold Pike"", 2300.0, 2300.0, ""Cold Pike"", ""Cold Pike"", ""Cold Pike"", NaN]"	"[""2,259"", 2300, ""2,259"", ""123"", 2300, 2300, 2300.0, 2299.0, NaN]"	[689, 701, 689, 701, 701.0, 701.0, 701.0]	"[""SW"", ""S""]"	[88, 96, 96, 88.0, 42.0, 1.0]	"[""NY262035"", ""NY 263 035"", ""NY 263 035"", ""NY 26289 03613 ?"", ""NY262035"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	123	91.0	88.0	Pike o'Blisco to Esk Pike	
"[""Pike of Stickle"", ""Pike of Stickle"", ""Pike O'Stickle"", ""Pike O'Stickle"", ""Pike O'Stickle"", ""Pike of Stickle"", ""Pike O'Stickle"", 2326.0, 2326.0, ""Pike of Stickle"", ""Pike of Stickle"", ""Pike o'Stickle"", NaN]"	"[""2,323"", 2326, ""2,323"", ""-"", 2326, 2326, 2326.0, 2326.0, NaN]"	[708, 709, 708, 709, 709.0, 709.0, 709.0]	"[""SW"", ""C""]"	[83, 83, 83, 83.0, 152.0, 1.0]	"[""NY273073"", ""NY 405 169"", ""NY 405 169"", ""NY 27399 07356"", ""NY273073"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	-	86.0	83.0	Langdale Pikes and Sergeant Man & Peak-bagging from Langdale	
"[""Branstree"", ""Branstree"", ""Branstree"", ""Branstree"", ""Branstree"", ""Branstree"", ""Branstree"", 2339.0, 2339.0, ""Branstree"", ""Branstree"", ""Branstree"", NaN]"	"[""2,333"", 2339, ""2,333"", ""12"", 2339, 2339, 2339.0, 2339.0, NaN]"	[711, 713, 711, 713, 713.0, 713.0, 713.0]	"[""SE"", ""FE""]"	[81, 81, 81, 81.0, 26.0, 1.0]	"[""NY477100"", ""NY 478 099"", ""NY 478 099"", ""NY 47801 09975"", ""NY477100"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	12	84.0	81.0	A Longsleddale Round 	
"[""Troutbeck Tongue"", ""Troutbeck Tongue"", ""Troutbeck Tongue"", ""Troutbeck Tongue"", ""Troutbeck Tongue"", ""Troutbeck Tongue"", ""Troutbeck Tongue"", 1194.0, 1194.0, ""Troutbeck Tongue"", ""Troutbeck Tongue"", ""Troutbeck Tongue"", NaN]"	"[""1,191"", 1194, ""1,191"", ""-"", 1194, 1194, 1194.0, 1194.0, NaN]"	[363, 364, 363, 364, 364.0, 364.0, 364.0]	"[""SE"", ""FE""]"	[207, 207, 207, 207.0, 199.0, 1.0]	"[""NY422064"", ""NY 422 064"", ""NY 422 064"", ""NY 42233 06384"", ""NY422064"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	-	231.0	207.0	Minor detour from Yoke Spur and Caudale Moor	
"[""Clough Head"", ""Clough Head"", ""Clough Head"", ""Clough Head"", ""Clough Head"", ""Clough Head"", ""Clough Head"", 2382.0, 2382.0, ""Clough Head"", ""Clough Head"", ""Clough Head"", NaN]"	"[""2,381"", 2382, ""2,381"", 2382, ""12"", 2382, 2382.0, 2381.0, NaN]"	[726, 726, 726, 726, 726.0, 726.0, 726.0]	"[""NE"", ""E""]"	[74, 74, 74, 74.0, 41.0, 1.0]	"[""NY333225"", ""NY 334 225"", ""NY 334 225"", ""NY 33393 22541"", ""NY333225"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	12	77.0	74.0		
"[""Hart Crag"", ""Hart Crag"", ""Hart Crag"", ""Hart Crag"", ""Hart Crag"", ""Hart Crag"", ""Hart Crag"", 2697.0, 2697.0, ""Hart Crag"", ""Hart Crag"", ""Hart Crag"", NaN]"	"[""2,698"", 2697, ""2,698"", 2697, ""12"", 2697, 2697.0, 2696.0, NaN]"	[822, 822, 822, 822, 822.0, 822.0, 822.0]	"[""NE"", ""E""]"	[27, 27, 27, 27.0, 88.0, 1.0]	"[""NY368112"", ""NY 369 112"", ""NY 369 112"", ""NY 36907 11208"", ""NY368112"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	12	30.0	27.0	Red Screes and Hart Crag & A Deepdale Round & Fairfield Horseshoe	
"[""Hard Knott"", ""Hard Knott"", ""Hard Knott"", ""Hard Knott"", ""Hard Knott"", ""Hard Knott"", ""Hard Knott"", 1801.0, 1801.0, ""Hard Knott"", ""Hard Knott"", ""Hard Knott"", NaN]"	"[""1,803"", 1801, ""1,803"", 1801, ""1234"", 1801, 1801.0, 1801.0, NaN]"	[550, 549, 550, 549, 549.0, 549.0, 549.0]	"[""SW"", ""S""]"	[151, 148, 148, 151.0, 86.0, 1.0]	"[""NY231023"", ""NY 232 024"", ""NY 232 024"", ""NY 23193 02369"", ""NY231023"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	1234	159.0	150.0		
"[""Whin Rigg (Wasdale)"", ""Whin Rigg"", ""Whin Rigg"", ""Whin Rigg"", ""Whin Rigg"", ""Whin Rigg (Wasdale)"", ""Whin Rigg"", 1755.0, 1755.0, ""Whin Rigg"", ""Whin Rigg"", ""Whin Rigg"", NaN]"	"[""1,755"", ""1,755"", 1755, 1755, ""12"", 1755, 1755.0, 1755.0, NaN]"	[535, 535, 535, 535, 535.0, 535.0, 535.0]	"[""SW"", ""S""]"	[156, 156, 156, 156.0, 208.0, 1.0]	"[""NY 151 034"", ""NY152034"", ""NY 151 034"", ""NY 15135 03447"", ""NY152034"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	12	166.0	156.0		
"[""Brae Fell"", ""Brae Fell"", ""Brae Fell"", ""Brae Fell"", ""Brae Fell"", ""Brae Fell"", ""Brae Fell"", 1923.0, 1923.0, ""Brae Fell"", ""Brae Fell"", ""Brae Fell"", NaN]"	"[""1,920"", ""1,920"", 1923, 1923, ""-"", 1923, 1923.0, 1922.0, NaN]"	[585, 585, 586, 586, 586.0, 586.0, 586.0]	"[""NW"", ""N""]"	[133, 134, 133, 134.0, 24.0, 1.0]	"[""NY 289 351"", ""NY289351"", ""NY 289 351"", ""NY 28878 35159"", ""NY289351"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	-	141.0	134.0		
"[""Crinkle Crags"", ""Crinkle Crags"", ""Crinkle Crags - Long Top"", ""Crinkle Crags"", ""Crinkle Crags"", ""Crinkle Crags - Long Top"", ""Crinkle Crags"", 2818.0, 2818.0, ""Crinkle Crags"", ""Crinkle Crags"", ""Crinkle Crags"", ""Crinkle Crags""]"	"[""2,816"", 2818, ""2,816"", ""1234"", 2818, 2818, 2818.0, 2818.0, 2816.0]"	[858, 859, 858, 859, 859.0, 859.0, 859.0]	"[""SW"", ""S""]"	[17, 17, 17, 17.0, 45.0, 1.0]	"[""NY248048"", ""NY 249 049"", ""NY 249 049"", ""NY 24863 04869 ?"", ""NY248048"", 858.0]"	"[""The Southern Fells"", NaN, ""S Fells""]"	1234	20.0	17.0	Pike o'Blisco to Esk Pike & Peakbagging from Langdale	NY 248049
"[""Bakestall"", ""Bakestall"", ""Bakestall"", ""Bakestall"", ""Bakestall"", ""Bakestall"", ""Bakestall"", 2208.0, 2208.0, ""Bakestall"", ""Bakestall"", ""Bakestall"", NaN]"	"[""2,189"", ""2,189"", 2208, ""-"", 2208, 2208, 2208.0, 2208.0, NaN]"	[667, 667, 673, 673, 673.0, 673.0, 673.0]	"[""NW"", ""N""]"	[103, 100, 103, 100.0, 7.0, 1.0]	"[""NY 266 308"", ""NY266307"", ""NY 266 308"", ""NY 26647 30740"", ""NY266307"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	-	103.0	100.0	Skiddaw via Lonscale Fell	
"[""Steeple"", ""Steeple"", ""Steeple"", ""Steeple"", ""Steeple"", ""Steeple"", ""Steeple"", 2687.0, 2687.0, ""Steeple"", ""Steeple"", ""Steeple"", ""Steeple""]"	"[""2,687"", ""2,687"", 2687, 2687, ""1"", 2687, 2687.0, 2686.0, 2687.0]"	[819, 819, 819, 819, 819.0, 819.0, 819.0]	"[""NW"", ""W""]"	[28, 28, 28, 28.0, 191.0, 1.0]	"[""NY 343 190"", ""NY157116"", ""NY 343 190"", ""NY 15757 11678"", ""NY157116"", 818.0]"	"[""The Western Fells"", NaN, ""W Fells""]"	1	31.0	28.0	A Netherbeck Round & Great Gable, Pillar and Red Pike & An Ennerdale Round	NY 157117
"[""Caw Fell"", ""Caw Fell"", ""Caw Fell"", ""Caw Fell"", ""Caw Fell"", ""Caw Fell"", ""Caw Fell"", 2264.0, 2287.0, ""Caw Fell"", ""Caw Fell"", ""Caw Fell"", NaN]"	"[""2,288"", ""2,288"", 2287, ""1234"", 2287, 2287, 2287.0, 2263.0, NaN]"	[697, 697, 697, 697, 690.0, 697.0, 697.0]	"[""NW"", ""W""]"	[88, 92, 88, 92.0, 40.0, 1.0]	"[""NY 132 110"", ""NY131109"", ""NY 132 110"", ""NY 13198 11001"", ""NY131109"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	1234	97.0	94.0		
