"Identifier1","Identifier2","similarityScore"
"90196673_0_5458330029110291950.csv~Row219","48456557_0_3760853481322708783.csv~Row159","1.0"
"90196673_0_5458330029110291950.csv~Row228","48456557_0_3760853481322708783.csv~Row9","1.0"
"90196673_0_5458330029110291950.csv~Row208","48456557_0_3760853481322708783.csv~Row390","1.0"
"90196673_0_5458330029110291950.csv~Row221","48456557_0_3760853481322708783.csv~Row50","1.0"
"90196673_0_5458330029110291950.csv~Row2","48456557_0_3760853481322708783.csv~Row216","1.0"
"90196673_0_5458330029110291950.csv~Row93","48456557_0_3760853481322708783.csv~Row187","1.0"
"90196673_0_5458330029110291950.csv~Row231","48456557_0_3760853481322708783.csv~Row243","1.0"
"90196673_0_5458330029110291950.csv~Row105","48456557_0_3760853481322708783.csv~Row241","1.0"
"90196673_0_5458330029110291950.csv~Row287","48456557_0_3760853481322708783.csv~Row162","1.0"
"90196673_0_5458330029110291950.csv~Row130","48456557_0_3760853481322708783.csv~Row198","1.0"
"90196673_0_5458330029110291950.csv~Row247","48456557_0_3760853481322708783.csv~Row406","1.0"
"90196673_0_5458330029110291950.csv~Row94","48456557_0_3760853481322708783.csv~Row90","1.0"
"90196673_0_5458330029110291950.csv~Row156","48456557_0_3760853481322708783.csv~Row93","1.0"
"90196673_0_5458330029110291950.csv~Row157","48456557_0_3760853481322708783.csv~Row83","1.0"
"90196673_0_5458330029110291950.csv~Row374","48456557_0_3760853481322708783.csv~Row358","1.0"
"90196673_0_5458330029110291950.csv~Row397","48456557_0_3760853481322708783.csv~Row56","1.0"
"90196673_0_5458330029110291950.csv~Row408","48456557_0_3760853481322708783.csv~Row116","1.0"
"90196673_0_5458330029110291950.csv~Row276","48456557_0_3760853481322708783.csv~Row104","1.0"
"90196673_0_5458330029110291950.csv~Row112","48456557_0_3760853481322708783.csv~Row301","1.0"
"90196673_0_5458330029110291950.csv~Row123","48456557_0_3760853481322708783.csv~Row396","1.0"
"90196673_0_5458330029110291950.csv~Row267","48456557_0_3760853481322708783.csv~Row66","1.0"
"90196673_0_5458330029110291950.csv~Row261","48456557_0_3760853481322708783.csv~Row361","1.0"
"90196673_0_5458330029110291950.csv~Row83","48456557_0_3760853481322708783.csv~Row67","1.0"
"90196673_0_5458330029110291950.csv~Row197","48456557_0_3760853481322708783.csv~Row4","1.0"
"90196673_0_5458330029110291950.csv~Row252","48456557_0_3760853481322708783.csv~Row38","1.0"
"90196673_0_5458330029110291950.csv~Row327","48456557_0_3760853481322708783.csv~Row207","0.75"
"90196673_0_5458330029110291950.csv~Row131","48456557_0_3760853481322708783.csv~Row198","1.0"
"90196673_0_5458330029110291950.csv~Row134","48456557_0_3760853481322708783.csv~Row95","1.0"
"90196673_0_5458330029110291950.csv~Row298","48456557_0_3760853481322708783.csv~Row55","1.0"
"90196673_0_5458330029110291950.csv~Row371","48456557_0_3760853481322708783.csv~Row212","1.0"
"90196673_0_5458330029110291950.csv~Row243","48456557_0_3760853481322708783.csv~Row296","1.0"
"90196673_0_5458330029110291950.csv~Row289","48456557_0_3760853481322708783.csv~Row147","1.0"
"90196673_0_5458330029110291950.csv~Row145","48456557_0_3760853481322708783.csv~Row19","1.0"
"90196673_0_5458330029110291950.csv~Row184","48456557_0_3760853481322708783.csv~Row170","1.0"
"90196673_0_5458330029110291950.csv~Row242","48456557_0_3760853481322708783.csv~Row376","1.0"
"90196673_0_5458330029110291950.csv~Row196","48456557_0_3760853481322708783.csv~Row4","1.0"
"90196673_0_5458330029110291950.csv~Row251","48456557_0_3760853481322708783.csv~Row44","1.0"
"90196673_0_5458330029110291950.csv~Row311","48456557_0_3760853481322708783.csv~Row285","1.0"
"90196673_0_5458330029110291950.csv~Row167","48456557_0_3760853481322708783.csv~Row407","1.0"
"90196673_0_5458330029110291950.csv~Row213","48456557_0_3760853481322708783.csv~Row69","1.0"
"90196673_0_5458330029110291950.csv~Row272","48456557_0_3760853481322708783.csv~Row238","1.0"
"90196673_0_5458330029110291950.csv~Row315","48456557_0_3760853481322708783.csv~Row134","1.0"
"90196673_0_5458330029110291950.csv~Row306","48456557_0_3760853481322708783.csv~Row87","1.0"
"90196673_0_5458330029110291950.csv~Row220","48456557_0_3760853481322708783.csv~Row315","1.0"
"90196673_0_5458330029110291950.csv~Row207","48456557_0_3760853481322708783.csv~Row294","1.0"
"90196673_0_5458330029110291950.csv~Row215","48456557_0_3760853481322708783.csv~Row26","1.0"
"90196673_0_5458330029110291950.csv~Row125","48456557_0_3760853481322708783.csv~Row235","1.0"
"90196673_0_5458330029110291950.csv~Row164","48456557_0_3760853481322708783.csv~Row299","1.0"
"90196673_0_5458330029110291950.csv~Row314","48456557_0_3760853481322708783.csv~Row6","1.0"
"90196673_0_5458330029110291950.csv~Row254","48456557_0_3760853481322708783.csv~Row273","1.0"
"90196673_0_5458330029110291950.csv~Row331","48456557_0_3760853481322708783.csv~Row123","1.0"
"90196673_0_5458330029110291950.csv~Row266","48456557_0_3760853481322708783.csv~Row188","1.0"
"90196673_0_5458330029110291950.csv~Row79","48456557_0_3760853481322708783.csv~Row52","1.0"
"90196673_0_5458330029110291950.csv~Row275","48456557_0_3760853481322708783.csv~Row196","1.0"
"90196673_0_5458330029110291950.csv~Row378","48456557_0_3760853481322708783.csv~Row394","1.0"
"90196673_0_5458330029110291950.csv~Row281","48456557_0_3760853481322708783.csv~Row82","1.0"
"90196673_0_5458330029110291950.csv~Row369","48456557_0_3760853481322708783.csv~Row289","0.75"
"90196673_0_5458330029110291950.csv~Row278","48456557_0_3760853481322708783.csv~Row126","1.0"
"90196673_0_5458330029110291950.csv~Row151","48456557_0_3760853481322708783.csv~Row21","1.0"
"90196673_0_5458330029110291950.csv~Row80","48456557_0_3760853481322708783.csv~Row249","1.0"
"90196673_0_5458330029110291950.csv~Row15","48456557_0_3760853481322708783.csv~Row72","1.0"
"90196673_0_5458330029110291950.csv~Row74","48456557_0_3760853481322708783.csv~Row179","1.0"
"90196673_0_5458330029110291950.csv~Row166","48456557_0_3760853481322708783.csv~Row293","1.0"
"90196673_0_5458330029110291950.csv~Row122","48456557_0_3760853481322708783.csv~Row318","1.0"
"90196673_0_5458330029110291950.csv~Row305","48456557_0_3760853481322708783.csv~Row87","1.0"
"90196673_0_5458330029110291950.csv~Row54","48456557_0_3760853481322708783.csv~Row270","1.0"
"90196673_0_5458330029110291950.csv~Row104","48456557_0_3760853481322708783.csv~Row15","1.0"
"90196673_0_5458330029110291950.csv~Row113","48456557_0_3760853481322708783.csv~Row57","1.0"
"90196673_0_5458330029110291950.csv~Row52","48456557_0_3760853481322708783.csv~Row88","1.0"
"90196673_0_5458330029110291950.csv~Row217","48456557_0_3760853481322708783.csv~Row400","1.0"
"90196673_0_5458330029110291950.csv~Row280","48456557_0_3760853481322708783.csv~Row10","1.0"
"90196673_0_5458330029110291950.csv~Row206","48456557_0_3760853481322708783.csv~Row294","1.0"
"90196673_0_5458330029110291950.csv~Row176","48456557_0_3760853481322708783.csv~Row271","1.0"
"90196673_0_5458330029110291950.csv~Row237","48456557_0_3760853481322708783.csv~Row208","1.0"
"90196673_0_5458330029110291950.csv~Row229","48456557_0_3760853481322708783.csv~Row165","1.0"
"90196673_0_5458330029110291950.csv~Row8","48456557_0_3760853481322708783.csv~Row115","0.75"
"90196673_0_5458330029110291950.csv~Row195","48456557_0_3760853481322708783.csv~Row48","1.0"
"90196673_0_5458330029110291950.csv~Row334","48456557_0_3760853481322708783.csv~Row121","1.0"
"90196673_0_5458330029110291950.csv~Row162","48456557_0_3760853481322708783.csv~Row25","1.0"
"90196673_0_5458330029110291950.csv~Row279","48456557_0_3760853481322708783.csv~Row14","1.0"
"90196673_0_5458330029110291950.csv~Row43","48456557_0_3760853481322708783.csv~Row119","1.0"
"90196673_0_5458330029110291950.csv~Row143","48456557_0_3760853481322708783.csv~Row408","1.0"
"90196673_0_5458330029110291950.csv~Row148","48456557_0_3760853481322708783.csv~Row172","1.0"
"90196673_0_5458330029110291950.csv~Row392","48456557_0_3760853481322708783.csv~Row383","0.875"
"90196673_0_5458330029110291950.csv~Row395","48456557_0_3760853481322708783.csv~Row140","1.0"
"90196673_0_5458330029110291950.csv~Row19","48456557_0_3760853481322708783.csv~Row145","1.0"
"90196673_0_5458330029110291950.csv~Row170","48456557_0_3760853481322708783.csv~Row182","1.0"
"90196673_0_5458330029110291950.csv~Row296","48456557_0_3760853481322708783.csv~Row100","1.0"
"90196673_0_5458330029110291950.csv~Row158","48456557_0_3760853481322708783.csv~Row387","1.0"
"90196673_0_5458330029110291950.csv~Row85","48456557_0_3760853481322708783.csv~Row305","1.0"
"90196673_0_5458330029110291950.csv~Row178","48456557_0_3760853481322708783.csv~Row128","1.0"
"90196673_0_5458330029110291950.csv~Row264","48456557_0_3760853481322708783.csv~Row197","1.0"
"90196673_0_5458330029110291950.csv~Row115","48456557_0_3760853481322708783.csv~Row302","1.0"
"90196673_0_5458330029110291950.csv~Row67","48456557_0_3760853481322708783.csv~Row369","1.0"
"90196673_0_5458330029110291950.csv~Row416","48456557_0_3760853481322708783.csv~Row251","1.0"
"90196673_0_5458330029110291950.csv~Row103","48456557_0_3760853481322708783.csv~Row15","1.0"
"90196673_0_5458330029110291950.csv~Row124","48456557_0_3760853481322708783.csv~Row396","1.0"
"90196673_0_5458330029110291950.csv~Row423","48456557_0_3760853481322708783.csv~Row382","1.0"
"90196673_0_5458330029110291950.csv~Row179","48456557_0_3760853481322708783.csv~Row0","1.0"
"90196673_0_5458330029110291950.csv~Row271","48456557_0_3760853481322708783.csv~Row238","1.0"
"90196673_0_5458330029110291950.csv~Row126","48456557_0_3760853481322708783.csv~Row235","1.0"
"90196673_0_5458330029110291950.csv~Row65","48456557_0_3760853481322708783.csv~Row40","1.0"
"90196673_0_5458330029110291950.csv~Row225","48456557_0_3760853481322708783.csv~Row184","1.0"
"90196673_0_5458330029110291950.csv~Row257","48456557_0_3760853481322708783.csv~Row36","1.0"
"90196673_0_5458330029110291950.csv~Row308","48456557_0_3760853481322708783.csv~Row61","1.0"
"90196673_0_5458330029110291950.csv~Row309","48456557_0_3760853481322708783.csv~Row257","1.0"
"90196673_0_5458330029110291950.csv~Row193","48456557_0_3760853481322708783.csv~Row20","1.0"
"90196673_0_5458330029110291950.csv~Row189","48456557_0_3760853481322708783.csv~Row367","1.0"
"90196673_0_5458330029110291950.csv~Row368","48456557_0_3760853481322708783.csv~Row30","1.0"
"90196673_0_5458330029110291950.csv~Row211","48456557_0_3760853481322708783.csv~Row59","1.0"
"90196673_0_5458330029110291950.csv~Row233","48456557_0_3760853481322708783.csv~Row60","1.0"
"90196673_0_5458330029110291950.csv~Row352","48456557_0_3760853481322708783.csv~Row393","1.0"
"90196673_0_5458330029110291950.csv~Row301","48456557_0_3760853481322708783.csv~Row118","1.0"
"90196673_0_5458330029110291950.csv~Row421","48456557_0_3760853481322708783.csv~Row246","0.8333333333333333"
"90196673_0_5458330029110291950.csv~Row141","48456557_0_3760853481322708783.csv~Row228","1.0"
"90196673_0_5458330029110291950.csv~Row285","48456557_0_3760853481322708783.csv~Row321","1.0"
"90196673_0_5458330029110291950.csv~Row82","48456557_0_3760853481322708783.csv~Row11","1.0"
"90196673_0_5458330029110291950.csv~Row29","48456557_0_3760853481322708783.csv~Row231","1.0"
"90196673_0_5458330029110291950.csv~Row246","48456557_0_3760853481322708783.csv~Row244","1.0"
"90196673_0_5458330029110291950.csv~Row389","48456557_0_3760853481322708783.csv~Row92","1.0"
"90196673_0_5458330029110291950.csv~Row47","48456557_0_3760853481322708783.csv~Row175","0.8333333333333333"
"90196673_0_5458330029110291950.csv~Row187","48456557_0_3760853481322708783.csv~Row190","1.0"
"90196673_0_5458330029110291950.csv~Row87","48456557_0_3760853481322708783.csv~Row205","1.0"
"90196673_0_5458330029110291950.csv~Row177","48456557_0_3760853481322708783.csv~Row271","1.0"
"90196673_0_5458330029110291950.csv~Row91","48456557_0_3760853481322708783.csv~Row62","1.0"
"90196673_0_5458330029110291950.csv~Row429","48456557_0_3760853481322708783.csv~Row366","1.0"
"90196673_0_5458330029110291950.csv~Row92","48456557_0_3760853481322708783.csv~Row187","1.0"
"90196673_0_5458330029110291950.csv~Row372","48456557_0_3760853481322708783.csv~Row221","1.0"
"90196673_0_5458330029110291950.csv~Row128","48456557_0_3760853481322708783.csv~Row91","1.0"
"90196673_0_5458330029110291950.csv~Row351","48456557_0_3760853481322708783.csv~Row102","1.0"
"90196673_0_5458330029110291950.csv~Row90","48456557_0_3760853481322708783.csv~Row86","1.0"
"90196673_0_5458330029110291950.csv~Row383","48456557_0_3760853481322708783.csv~Row135","0.8333333333333333"
"90196673_0_5458330029110291950.csv~Row218","48456557_0_3760853481322708783.csv~Row324","1.0"
"90196673_0_5458330029110291950.csv~Row118","48456557_0_3760853481322708783.csv~Row7","1.0"
"90196673_0_5458330029110291950.csv~Row56","48456557_0_3760853481322708783.csv~Row105","1.0"
"90196673_0_5458330029110291950.csv~Row291","48456557_0_3760853481322708783.csv~Row340","1.0"
"90196673_0_5458330029110291950.csv~Row265","48456557_0_3760853481322708783.csv~Row96","1.0"
"90196673_0_5458330029110291950.csv~Row185","48456557_0_3760853481322708783.csv~Row117","1.0"
"90196673_0_5458330029110291950.csv~Row99","48456557_0_3760853481322708783.csv~Row370","1.0"
"90196673_0_5458330029110291950.csv~Row73","48456557_0_3760853481322708783.csv~Row401","1.0"
"90196673_0_5458330029110291950.csv~Row194","48456557_0_3760853481322708783.csv~Row48","1.0"
"90196673_0_5458330029110291950.csv~Row302","48456557_0_3760853481322708783.csv~Row118","1.0"
"90196673_0_5458330029110291950.csv~Row81","48456557_0_3760853481322708783.csv~Row150","1.0"
"90196673_0_5458330029110291950.csv~Row409","48456557_0_3760853481322708783.csv~Row279","1.0"
"90196673_0_5458330029110291950.csv~Row277","48456557_0_3760853481322708783.csv~Row126","1.0"
"90196673_0_5458330029110291950.csv~Row222","48456557_0_3760853481322708783.csv~Row108","1.0"
"90196673_0_5458330029110291950.csv~Row159","48456557_0_3760853481322708783.csv~Row81","1.0"
"90196673_0_5458330029110291950.csv~Row245","48456557_0_3760853481322708783.csv~Row160","1.0"
"90196673_0_5458330029110291950.csv~Row238","48456557_0_3760853481322708783.csv~Row392","1.0"
"90196673_0_5458330029110291950.csv~Row248","48456557_0_3760853481322708783.csv~Row80","1.0"
"90196673_0_5458330029110291950.csv~Row62","48456557_0_3760853481322708783.csv~Row71","1.0"
"90196673_0_5458330029110291950.csv~Row147","48456557_0_3760853481322708783.csv~Row122","1.0"
"90196673_0_5458330029110291950.csv~Row250","48456557_0_3760853481322708783.csv~Row411","1.0"
"90196673_0_5458330029110291950.csv~Row55","48456557_0_3760853481322708783.csv~Row189","1.0"
"90196673_0_5458330029110291950.csv~Row274","48456557_0_3760853481322708783.csv~Row47","1.0"
"90196673_0_5458330029110291950.csv~Row72","48456557_0_3760853481322708783.csv~Row401","1.0"
"90196673_0_5458330029110291950.csv~Row174","48456557_0_3760853481322708783.csv~Row240","1.0"
"90196673_0_5458330029110291950.csv~Row284","48456557_0_3760853481322708783.csv~Row201","1.0"
"90196673_0_5458330029110291950.csv~Row335","48456557_0_3760853481322708783.csv~Row27","1.0"
"90196673_0_5458330029110291950.csv~Row58","48456557_0_3760853481322708783.csv~Row169","1.0"
"90196673_0_5458330029110291950.csv~Row142","48456557_0_3760853481322708783.csv~Row37","1.0"
"90196673_0_5458330029110291950.csv~Row129","48456557_0_3760853481322708783.csv~Row3","1.0"
"90196673_0_5458330029110291950.csv~Row258","48456557_0_3760853481322708783.csv~Row8","1.0"
"90196673_0_5458330029110291950.csv~Row354","48456557_0_3760853481322708783.csv~Row156","1.0"
"90196673_0_5458330029110291950.csv~Row269","48456557_0_3760853481322708783.csv~Row359","1.0"
"90196673_0_5458330029110291950.csv~Row268","48456557_0_3760853481322708783.csv~Row409","1.0"
"90196673_0_5458330029110291950.csv~Row417","48456557_0_3760853481322708783.csv~Row313","1.0"
"90196673_0_5458330029110291950.csv~Row183","48456557_0_3760853481322708783.csv~Row120","1.0"
"90196673_0_5458330029110291950.csv~Row76","48456557_0_3760853481322708783.csv~Row215","1.0"
"90196673_0_5458330029110291950.csv~Row307","48456557_0_3760853481322708783.csv~Row61","1.0"
"90196673_0_5458330029110291950.csv~Row190","48456557_0_3760853481322708783.csv~Row247","1.0"
"90196673_0_5458330029110291950.csv~Row138","48456557_0_3760853481322708783.csv~Row185","1.0"
"90196673_0_5458330029110291950.csv~Row106","48456557_0_3760853481322708783.csv~Row241","1.0"
"90196673_0_5458330029110291950.csv~Row263","48456557_0_3760853481322708783.csv~Row213","1.0"
"90196673_0_5458330029110291950.csv~Row69","48456557_0_3760853481322708783.csv~Row336","1.0"
"90196673_0_5458330029110291950.csv~Row111","48456557_0_3760853481322708783.csv~Row301","1.0"
"90196673_0_5458330029110291950.csv~Row171","48456557_0_3760853481322708783.csv~Row182","1.0"
"90196673_0_5458330029110291950.csv~Row300","48456557_0_3760853481322708783.csv~Row303","1.0"
"90196673_0_5458330029110291950.csv~Row53","48456557_0_3760853481322708783.csv~Row270","1.0"
"90196673_0_5458330029110291950.csv~Row294","48456557_0_3760853481322708783.csv~Row391","1.0"
"90196673_0_5458330029110291950.csv~Row169","48456557_0_3760853481322708783.csv~Row106","1.0"
"90196673_0_5458330029110291950.csv~Row163","48456557_0_3760853481322708783.csv~Row299","1.0"
"90196673_0_5458330029110291950.csv~Row239","48456557_0_3760853481322708783.csv~Row24","1.0"
"90196673_0_5458330029110291950.csv~Row48","48456557_0_3760853481322708783.csv~Row269","1.0"
"90196673_0_5458330029110291950.csv~Row180","48456557_0_3760853481322708783.csv~Row397","1.0"
"90196673_0_5458330029110291950.csv~Row256","48456557_0_3760853481322708783.csv~Row77","1.0"
"90196673_0_5458330029110291950.csv~Row59","48456557_0_3760853481322708783.csv~Row169","1.0"
"90196673_0_5458330029110291950.csv~Row5","48456557_0_3760853481322708783.csv~Row125","0.8333333333333333"
"90196673_0_5458330029110291950.csv~Row100","48456557_0_3760853481322708783.csv~Row370","1.0"
